年	月	日	時	分	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	2	2	18	25	24.8156911	120.956973				8			50															3
2012	2	7	17	14						8			50															3
2012	2	7	17	48						8			50															3
2012	2	8	19	20			0	2	0	6	3	5	50	14	9	1	4	4	5	6	4	4	9	5	5	2	2	2
2012	2	8	21	20			0	2	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	4	5	2	12	2
2012	2	7	21	18																								3
2012	2	7	19	44			0	1	0	7	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	9	8	56	24.8137323	120.9674304				8			50															3
2012	2	6	23	24	24.7873656	121.0096554	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	2	4	5	1	25	2
2012	2	7	21	35	24.79021	121.006191	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	12	2
2012	2	6	18	38	24.80854965	120.9843547	0	1	0	8	3	5	50	8	11	1	5	4	5	7	4	4	5	4	4	1	13	2
2012	2	8	15	0	24.7939945	121.0137049				8			50															3
2012	2	8	16	1	24.7796291	121.024873	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	9	5	5	2	16	2
2012	2	6	9	13	24.8394033	120.9369819	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	17	2
2012	2	6	18	2	24.7887326	120.9300059				8			50															3
2012	2	7	13	5						6			50															3
2012	2	7	16	30			0	2	0	7	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	12	2
2012	2	8	13	31						6			50															3
2012	2	8	15	58						6			50															3
2012	2	9	6	10						8			50															3
2012	2	8	21	38						8			50															3
2012	2	1	16	21			0	1	0	8	1	5	50	4	2	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	2	9	19	51						8			50															3
2012	2	2	12	16						8			50															3
2012	2	1	23	35						8			40															3
2012	2	9	16	47			0	1	0	7	1	5	50	3	1	1	4	4	5	7	3	1	10	5	5	2	16	2
2012	2	10	8	8			0	1	0	7	1	5	50	4	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	2	9	17	30			0	2	0	7	2	5	50	14	9	1	4	4	5	7	4	4	5	5	5	1	16	2
2012	2	9	15	0	24.8079896	120.973895				8			50															3
2012	2	9	19	3	24.7935171	121.001678				8			50															3
2012	2	10	4	53	24.8045335	120.9518299	0	1	0	6	3	5	50	3	1	1	4	4	5	7	4	4	10	5	5	2	3	2
2012	2	10	15	40	24.802067	120.954976				8			50															3
2012	2	10	7	45	24.7840732	121.0179649				6			50															3
2012	2	10	10	38	24.7909875	121.0171366	0	1	0	7	1	5	50	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	2	10	9	30	24.823897	120.973				8			40															3
2012	2	10	22	11			0	1	0	6	3	5	50	4	2	1	4	4	5	6	2	1	10	5	5	1	13	2
2012	2	2	21	36						8			50															3
2012	2	3	23	10						6			50															3
2012	2	2	17	43			0	1	0	8	2	5	50	4	1	1	5	4	5	7	3	3	10	5	5	2	16	2
2012	2	4	15	33						8			50															3
2012	2	4	14	39						8			50															3
2012	2	4	18	45						8			50															3
2012	2	11	1	10			0	1	0	6	3	5	50	5	1	1	4	4	5	7	2	1	10	5	5	2	16	2
2012	2	5	12	26						8			50															3
2012	2	11	1	46			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	2	8	8	30			0	1	0	7	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	8	13	25			0	1	0	6	1	5	40	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	2	8	15	1						6			50															3
2012	2	8	16	30						6			50															3
2012	2	10	18	29						6			50															3
2012	2	8	14	30						6			50															3
2012	2	4	11	31			0	2	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	2	8	15	30	24.800019	120.965406																						3
2012	2	7	15	22	24.7585468	120.9585146				8			50															3
2012	2	7	17	1	24.7939644	120.9767252	0	1	0	7	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	2	7	18	11	24.79834225	120.9906022	0	1	0	7	1	5	50	3	1	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	2	11	8	28	24.8141411	120.977205				8			50															3
2012	2	11	8	25	24.80462	120.951931				8			50															3
2012	2	11	9	40	24.8190947	120.9712484				8			40															3
2012	2	11	10	11	24.816522	120.961175				8			40															3
2012	2	10	4	55	24.781547	121.024368	0	2	0	6	4	5	50	14	9	1	4	4	5	7	4	4	10	4	5	2	9	2
2012	2	10	18	25	24.817685	120.973573				6			50															3
2012	2	11	11	25	24.791328	121.004469				8			50															3
2012	2	11	13	30	24.8044523	120.9702289				8			50															3
2012	2	11	15	39	24.812646	120.9829318				8			50															3
2012	2	7	17	17	24.795646	120.998564	0	1	0	7	1	5	50	14	8	1	5	4	5	7	4	4	1	4	4	2	12	2
2012	2	11	15	45	24.7968431	120.96795	0	1	0	7	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	14	2
2012	2	10	21	18	24.8042903	120.9752282	0	2	0	8	3	5	50	5	1	1	4	4	5	7	2	1	10	5	5	2	16	2
2012	2	11	16	14	24.7832442	121.0177491				8			50															3
2012	2	9	8	57	24.7909301	120.9379034	0	2	0	8	1	5	50	14	8	1	5	4	5	7	4	4	1	2	4	2	16	2
2012	2	4	11	18	24.7832694	121.0208109	0	1	0	8	1	5	50	5	2	1	5	4	5	6	1	1	10	5	5	2	13	2
2012	2	6	17	53	24.857684	121.218177	0	2	0	8	3	5	50	4	2	1	5	4	5	6	1	1	4	4	5	2	11	2
2012	2	8	15	20	24.8129289	120.9747214	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	10	5	5	2	11	2
2012	2	11	9	14	24.789832	120.9654				8			40															3
2012	2	11	11	55	24.80678365	120.9856122				8			50															3
2012	2	5	14	13	24.797736	120.969093	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	4	5	5	2	11	2
2012	2	11	16	44	24.800526	120.994636	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	2	11	12	0	24.75651555	120.9203269				8			50															3
2012	2	11	14	40	24.81776275	120.960895				8			50															3
2012	2	10	18	0	29.0289146	111.6613067				6			50															3
2012	2	11	11	5	24.8088151	120.97892	0	2	0	8	1	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	17	2
2012	2	12	6	33	24.7981942	120.9706866				8			50															3
2012	2	11	13	3	24.794212	120.973484				8			50															3
2012	2	5	17	23	24.34623015	120.6264257				8			50															3
2012	2	12	7	27			0	2	0	7	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	2	9	7	29			0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	1	16	2
2012	2	12	12	50						8			50															3
2012	2	5	11	16						8			50															3
2012	2	4	16	41						8			50															3
2012	2	12	11	35						8			50															3
2012	2	12	13	25						8			50															3
2012	2	12	12	40			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	10	2
2012	2	8	7	33			0	1	0	8	1	5	50	11	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	2	12	16	30						8			50															3
2012	2	11	9	59						8			50															3
2012	2	11	12	4						8			50															3
2012	2	4	12	21						8			50															3
2012	2	20	7	40						8			50															3
2012	2	7	4	12			0	1	0	6	3	5	50	3	4	1	4	4	5	7	2	1	10	5	5	2	13	2
2012	2	12	16	19			0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	20	2
2012	2	12	17	33			0	0	0	6	1	5	50	14	9	1	4	4	5	7	1	1	5	5	5	1	13	3
2012	2	12	19	30			0	2	0	6	3	5	50	14	9	1	4	4	4	7	4	4	1	4	4	2	29	2
2012	2	11	13	3						8			50															3
2012	2	12	18	44						6			50															3
2012	2	4	9	43			0	0	0	8	1	5	50	4	2	1	5	4	5	7	4	4	10	5	5	2	15	3
2012	2	3	14	6						6			50															3
2012	2	4	8	52						8			50															3
2012	2	11	12	47						8			40															3
2012	2	4	14	48						8			50															3
2012	2	11	16	51						8			50															3
2012	2	12	15	18						8			40															3
2012	2	10	17	51			0	0	0	6	2	5	50	14	9	1	4	4	5	7	4	4	4	5	5	2	16	3
2012	2	3	8	7	24.776039	120.966788				8			40															3
2012	2	3	10	35	24.7757408	121.0167883	0	1	0	7	1	5	50	3	1	1	5	4	5	7	1	3	10	5	5	2	14	2
2012	2	13	4	15	24.8094904	120.9836405	1	0	0	8	3	5	40	10	11	1	5	4	5	7	4	4	4	4	3	2	20	1
2012	2	12	16	45	24.7351919	120.9119035				8			50															3
2012	2	13	7	50	24.7995991	120.96221				8			50															3
2012	2	13	7	46	29.0289146	111.6613067	0	1	0	8	1	5	50	5	1	1	5	4	5	7	1	1	10	5	5	2	17	2
2012	2	10	7	44	24.79278195	120.9748569				8			50															3
2012	2	13	8	1	24.7597091	120.9584529				8			70															3
2012	2	13	9	34	24.79672565	120.9346429				8			40															3
2012	2	13	7	23	24.796307	120.967082	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	13	8	10	24.7355699	120.9126119				8			70															3
2012	2	8	20	45	24.782485	121.018645	0	2	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	4	5	1	12	2
2012	2	8	18	46	24.7874802	121.0095148				6			50															3
2012	2	8	23	25	24.7896459	121.0016788	0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	8	5	5	1	17	3
2012	2	9	15	25	24.7937039	120.9456865				8			50															3
2012	2	7	14	30	24.801449	121.0005474				8			50															3
2012	2	7	19	30	24.8015288	120.965968				8			50															3
2012	2	8	18	50	24.7788002	121.0189417				6			50															3
2012	2	7	21	16	24.804347	120.973507				8			50															3
2012	2	9	8	17	24.7895293	121.0040859	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	9	11	35	24.772559	120.9684671				8			50															3
2012	2	13	23	50	24.808524	120.958695				8			50															3
2012	2	1	16	0	24.7757408	121.0167883	0	2	0	8	1	5	50	14	9	1	5	4	1	7	4	4	1	4	5	2	5	2
2012	2	13	15	10	24.8178651	120.962384				8			30															3
2012	2	13	17	9	24.842925	120.923241	0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	14	12	37	24.7884154	120.9680175				8			40															3
2012	2	10	18	11	24.81488335	120.9394568	0	3	0	6	3	5	50	14	7	1	4	4	5	7	4	4	1	4	5	2	13	2
2012	2	14	8	43	24.88196	121.031932	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	8	2
2012	2	13	14	33	24.7960908	121.0131761				8			50															3
2012	2	13	16	25	24.6973203	120.8795682	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	13	19	45	24.8255588	120.9972668				8			60															3
2012	2	14	10	15	24.804243	120.975719				8			50															3
2012	2	14	12	7	24.7919341	121.003489				8			50															3
2012	2	14	13	39	24.796372	120.983519				8			50															3
2012	2	10	15	57	24.7978011	120.964592	0	1	0	7	1	5	50	3	1	1	5	4	5	1	4	4	10	5	5	2	11	2
2012	2	9	14	0	24.7960807	120.9438415				8			50															3
2012	2	13	7	6	24.8395621	120.9388421	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	2	12	19	25	24.8010377	120.9826702				6			50															3
2012	2	12	19	48	24.8014764	120.9851297				6			50															3
2012	2	14	23	50	24.7914624	120.9394129	0	2	0	6	3	5	50	14	8	1	4	4	5	7	4	4	1	4	4	2	9	2
2012	2	8	14	45	24.7873656	121.0096554	0	1	0	6	1	5	50	4	2	1	4	4	5	7	1	1	1	4	5	2	13	2
2012	2	9	6	45			0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	15	1	38						6			50															3
2012	2	2	21	31						8			50															3
2012	2	3	14	4	24.7996791	120.986371				6			50															3
2012	2	3	15	10	24.74107345	120.9061834				6			50															3
2012	2	3	16	50	24.7945521	120.970172				6			40															3
2012	2	3	17	50	24.80592435	120.986394				6			50															3
2012	2	3	19	12	24.7973806	120.9471161				6			50															3
2012	2	3	20	26	24.7946707	120.9402395	0	2	0	6	3	5	50	14	9	1	4	4	5	7	4	4	9	5	5	2	2	2
2012	2	14	2	0	24.77011105	120.974883	0	1	0	8	3	5	50	3	2	1	5	4	5	7	4	4	5	5	5	1	13	2
2012	2	15	7	7	24.7650255	120.9144374	0	3	0	6	1	5	70	14	9	1	4	4	5	7	4	4	1	4	4	1	13	2
2012	2	15	10	23	24.8119989	120.9644536				8			50															3
2012	2	10	6	31	24.799129	120.982138	0	2	0	6	4	5	50	14	9	1	4	4	5	7	4	4	9	4	5	2	9	2
2012	2	10	15	5	24.7996403	120.953385				8			50															3
2012	2	10	20	30	24.7976861	121.007357	0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	2	12	16	52	24.8047718	120.9556443				8			50															3
2012	2	13	19	1	24.8070441	120.961511	0	1	0	8	1	5	50	14	9	1	5	4	4	7	4	4	5	5	5	2	16	2
2012	2	13	19	5	24.8095911	120.9606877	0	1	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	2	15	12	31	24.8045541	120.956931				8			50															3
2012	2	15	7	48	24.8005901	120.957846				6			50															3
2012	2	15	15	2	24.8042903	120.9752282	0	2	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	2	15	16	45	24.79367385	120.9738474				8			50															3
2012	2	14	18	20	24.8142127	120.9742827	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	2	9	14	18	24.812646	120.9829318				8			50															3
2012	2	14	19	58	24.8004098	120.9972123	0	1	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	2	15	19	28	24.809703	120.966029	0	2	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	2	15	22	10	24.7873656	121.0096554				8			50															3
2012	2	14	7	56	24.8115531	120.9708702				8			50															3
2012	2	15	20	58	24.8115961	120.963195				8			50															3
2012	2	1	18	26	24.7939396	121.0138441				8			50															3
2012	2	2	10	46	24.8083816	120.9673924				8			50															3
2012	2	2	13	22	24.785524	121.013857				8			50															3
2012	2	15	20	31	24.79373515	120.9667128	0	2	0	7	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	16	7	10	24.7873656	121.0096554	0	1	0	6	1	5	50	4	1	1	4	4	5	7	1	1	10	5	5	2	9	2
2012	2	16	10	35	24.800647	120.987696	0	1	0	7	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	2	14	22	50	24.7894741	120.927614				6			50															3
2012	2	15	15	24	24.8257773	120.9653918	0	0	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	1	16	3
2012	2	13	10	13	24.7932831	121.001211	0	0	0	8	1	5	50	4	1	1	5	4	5	7	1	1	3	4	5	2	12	3
2012	2	12	20	45	24.8138877	120.9642847				6			50															3
2012	2	8	17	52	24.782182	120.97954				6			50															3
2012	2	4	14	15	24.71312845	120.8437461	0	1	0	8	1	5	50	3	1	1	5	4	5	6	1	1	10	5	5	2	12	2
2012	2	2	7	50	24.793382	120.926079	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	1	16	2
2012	2	4	14	51	24.80518535	121.0170337	0	1	0	8	1	5	50	8	9	1	5	4	5	7	4	4	1	4	5	2	13	2
2012	2	2	15	40	24.7924614	121.0067013				8			50															3
2012	2	4	8	11	24.7931955	121.0155735				8			50															3
2012	2	4	9	25	24.7813346	121.0239894	0	2	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	2	5	8	56	24.8161395	120.9934274																						3
2012	2	6	20	0	24.803349	120.9605979	0	1	0	8	3	5	50	14	9	1	5	4	5	7	1	1	5	5	5	2	16	2
2012	2	15	17	20	24.7924614	121.0067013	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	2	16	19	30	24.7932831	121.001211	0	2	0	8	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	2	16	21	0	24.8052341	120.953516							50															3
2012	2	9	11	32	24.8194681	120.995232				8			40															3
2012	2	8	14	58	24.8014101	120.97037				8			50															3
2012	2	8	22	7	39.03076985	106.3538138				8			50															3
2012	2	3	14	3	24.8243057	120.9582644				8			40															3
2012	2	3	17	36			0	2	0	6	4	5	50	14	9	1	4	4	5	7	4	4	10	5	5	2	26	2
2012	2	16	23	18						8			50															3
2012	2	16	20	10	24.791413	121.004285				8			50															3
2012	2	4	8	30	24.7490004	120.9097951	0	2	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	2	16	22	8	24.7941781	121.000595	0	1	0	8	3	5	5	3	1	1	5	4	5	7	4	4	1	4	5	2	12	2
2012	2	17	0	4	24.803713	120.964664	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	2	5	2	12	2
2012	2	11	13	50	24.8148	120.984957				8			50															3
2012	2	2	7	30	24.79509185	120.9708905	0	1	0	8	1	5	40	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	2	2	8	45	24.795761	120.971177	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	2	13	11	45	29.55427525	106.56844				8			50															3
2012	2	17	10	14	24.8401374	120.9273621				8			50															3
2012	2	6	16	7	24.8185572	120.9951081				8			50															3
2012	2	6	18	1	24.8069577	121.0088382				8			50															3
2012	2	7	6	52	24.799689	120.9515893				6			50															3
2012	2	17	9	30	24.7998332	120.9681025				8			50															3
2012	2	17	15	26	25.03513585	121.0792874				8			40															3
2012	2	16	18	14	24.77703065	121.0208642	0	1	0	7	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	17	14	35	24.7773311	121.0216189				8			50															3
2012	2	16	19	46	24.7982657	120.9407132				8			50															3
2012	2	17	10	39	24.8087322	120.962678				8			50															3
2012	2	14	16	9			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	2	17	20	27						6			50															3
2012	2	17	15	7						8			50															3
2012	2	17	20	5						8			50															3
2012	2	17	18	50						6			50															3
2012	2	17	20	30						6			50															3
2012	2	17	20	4						8			50															3
2012	2	17	21	56			0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	1	2	5	1	13	2
2012	2	17	22	37						8			50															3
2012	2	3	9	34			0	2	0	6	1	5	50	4	2	1	4	4	5	6	2	1	10	5	5	2	15	2
2012	2	16	17	3						8			50															3
2012	2	16	8	8			0	1	0	6	1	5	50	3	2	1	4	4	5	6	4	4	10	5	5	2	16	2
2012	2	5	4	40						6			50															3
2012	2	15	13	39						8			40															3
2012	2	5	18	50						8			50															3
2012	2	18	7	30			0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	2	18	7	7						8			40															3
2012	2	6	8	20			0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	12	2
2012	2	6	10	1						8			50															3
2012	2	9	16	22			0	1	0	6	1	5	50	3	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	2	18	9	8						8			50															3
2012	2	10	18	55			0	1	0	6	3	5	50	3	1	1	4	4	5	5	4	4	10	5	5	2	16	2
2012	2	4	16	51						8			50															3
2012	2	10	6	9						8			50															3
2012	2	18	13	36						8			50															3
2012	2	17	22	15			0	2	0	8	3	5	50	8	9	1	5	4	5	7	4	4	5	5	5	1	10	2
2012	2	10	9	34						8			50															3
2012	2	15	7	25						8			50															3
2012	2	17	14	35						8			50															3
2012	2	17	15	30			0	1	0	7	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	17	18	20						6			50															3
2012	2	17	19	50						8			50															3
2012	2	18	9	18			0	1	0	8	1	5	50	5	1	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	2	10	18	45			0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	3	2
2012	2	18	11	45	24.8150922	120.9852896				8			50															3
2012	2	18	13	0	24.801872	120.9689311				8			50															3
2012	2	18	13	50	24.806394	120.986461				8			50															3
2012	2	12	19	46	24.7910677	121.0049133				6			50															3
2012	2	13	19	36	24.8161395	120.9934274				8			50															3
2012	2	18	7	17	24.7963521	120.998067				8			50															3
2012	2	7	8	20	24.7974352	120.9504998				6			50															3
2012	2	18	9	2	24.8152631	120.960459				8			50															3
2012	2	18	10	20	24.8131041	120.954486	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	12	2
2012	2	18	12	11	24.8209951	120.974671				8			50															3
2012	2	15	11	55	24.8139388	120.9704159	0	1	0	7	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	18	19	47	24.815006	120.9622726				8			50															3
2012	2	18	22	13	24.795249	120.966234	0	1	0	8	3	5	50	14	9	1	5	4	5	6	4	4	9	5	5	2	17	2
2012	2	13	7	22	24.78735095	121.0109882	0	1	0	8	1	5	50	4	1	1	5	4	5	6	4	4	10	5	5	2	15	2
2012	2	18	18	47	24.8047718	120.9556443				8			50															3
2012	2	18	20	56	24.8137566	120.967524				8			50															3
2012	2	14	5	15	24.814841	120.977155				6			50															3
2012	2	13	12	50	24.8147153	120.9796905	0	1	0	8	1	5	50	4	2	1	5	4	5	7	1	1	10	4	5	2	8	2
2012	2	15	14	54	24.8078458	120.9721101	0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	15	18	15	24.79383605	120.9348633							50															3
2012	2	16	19	0	24.821864	120.959273	0	2	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	5	5	1	16	2
2012	2	16	21	45	24.8107121	120.96576				8			50															3
2012	2	17	22	15	24.7987084	120.9635256	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	2	15	17	48	24.79434485	120.9730693	0	2	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	17	2
2012	2	18	5	13	24.7873656	121.0096554	0	1	0	6	1	5	50	4	1	1	4	4	5	7	1	1	10	5	5	2	20	2
2012	2	13	14	10	24.792082	121.003287				8			50															3
2012	2	18	15	30	24.799377	120.950457							50															3
2012	2	16	8	41			0	2	0	7	1	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	2	18	19	35			0	1	0	8	4	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	16	2
2012	2	16	10	49						8			50															3
2012	2	9	14	33			0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	13	2
2012	2	16	14	40						8			50															3
2012	2	16	10	41						8			50															3
2012	2	16	15	35						8			50															3
2012	2	18	13	45			0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	10	2	5	2	13	2
2012	2	18	4	0			0	1	0	7	3	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	18	2
2012	2	19	11	22			0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	1	15	2
2012	2	17	22	55	24.79433965	121.0070411				8			50															3
2012	2	19	13	42	24.843127	120.933157				8			50															3
2012	2	19	12	46	24.8211905	120.9771859							50															3
2012	2	10	11	17	24.7930411	120.942982	0	0	0	6	1	5	50	14	13	1	4	4	5	7	4	4	1	4	4	1	12	3
2012	2	14	11	59	24.7932831	121.001211	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	13	3
2012	2	19	14	40	24.8178793	120.9706768	0	2	0	8	1	5	50	4	2	1	5	4	5	6	2	1	10	5	5	2	16	2
2012	2	19	12	50	24.7759486	121.0243116	0	1	0	8	1	5	5	3	2	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	2	19	17	33						8			50															3
2012	2	19	18	58						8			40															3
2012	2	19	18	31						8			50															3
2012	2	18	18	42			0	1	0	7	3	5	50	5	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	2	19	16	49						8			50															3
2012	2	19	17	39						8			50															3
2012	2	19	19	42						8			50															3
2012	2	18	20	5			0	0	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	12	3
2012	2	19	3	50						8			50															3
2012	2	19	20	20						8			50															3
2012	2	13	5	17						8			50															3
2012	2	19	23	11						8			50															3
2012	2	13	13	40			0	2	0	8	1	5	40	14	9	1	5	4	5	7	4	4	9	5	5	2	12	2
2012	2	19	17	48						8			40															3
2012	2	16	9	50						8			50															3
2012	2	16	15	30			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	12	2
2012	2	20	8	6						8			40															3
2012	2	16	18	20						8			50															3
2012	2	20	8	27			0	1	0	7	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	2	16	16	45						8			50															3
2012	2	16	19	10						8			50															3
2012	2	16	20	10			0	1	0	8	3	5	50	3	2	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	2	19	0	56						8			50															3
2012	2	20	11	12			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	2	20	12	50						8			40															3
2012	2	12	15	29			0	1	0	8	1	6	40	14	9	1	5	4	5	7	4	4	10	5	5	1	11	2
2012	2	20	16	33	24.7916441	120.925103	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	27	2
2012	2	20	10	50	24.79382215	120.9370932				8			50															3
2012	2	20	15	34	24.8118261	120.971674				8			50															3
2012	2	19	17	17	24.7930373	120.9733029	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	9	4	5	2	12	2
2012	2	20	15	15	24.8101712	120.9816244				8			50															3
2012	2	20	18	22	24.796962	120.997315				8			50															3
2012	2	15	14	30	24.7884154	120.9680175	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	10	2
2012	2	19	10	28	24.8002968	120.9934388				8			50															3
2012	2	3	7	20	24.79395675	121.0022692				8			50															3
2012	2	3	9	18	24.8101411	120.966038	0	2	0	6	1	5	50	14	9	1	4	4	5	7	4	4	5	4	5	2	16	2
2012	2	7	17	35	24.78456585	120.9311894	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	2	8	21	10	24.7978201	121.0071431	0	1	0	6	3	8	40	15	17	1	4	4	5	7	4	4	1	1	1	2	16	2
2012	2	9	14	32	24.78086405	120.9691968				8			50															3
2012	2	12	4	16	24.81156005	120.9708651	0	1	0	8	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	2	9	15	30	24.811939	120.96479				8			50															3
2012	2	10	7	55			0	2	0	6	1	5	40	14	9	1	4	4	5	7	3	1	10	5	5	2	16	2
2012	2	10	10	30						8			50															3
2012	2	10	13	15			0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	2	20	22	18						8			50															3
2012	2	4	15	21			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	19	2
2012	2	21	16	5						8			40															3
2012	2	18	12	15						8			50															3
2012	2	20	13	5						8			40															3
2012	2	18	14	50						8			50															3
2012	2	20	23	32						8			40															3
