年	月	日	時	分	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	1	1	8	20	24.782285	121.018745				8			50															3
2012	1	1	11	50	24.80357935	120.9961211				8			50															3
2012	1	1	15	52	24.8682845	120.9533929	0	2	0	7	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	1	1	2	46	24.8078131	120.964634				8			50															3
2012	1	1	18	58	24.809453	120.959526	0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	1	1	5	48	24.7911918	120.9265043	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	18	2
2012	1	1	22	4	24.74265185	120.9081092	0	3	0	8	3	5	60	4	1	1	5	4	5	7	1	1	10	5	5	2	15	2
2012	1	2	9	25	24.83324075	120.9468056	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	12	3
2012	1	2	10	50	24.7991891	120.9533827				8			50															3
2012	1	2	3	52	24.7922354	120.9323808				8			50															3
2012	1	2	15	3	24.7677206	120.9158014	0	2	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	1	2	21	45	24.8119989	120.9644536				8			50															3
2012	1	2	20	32	24.8140991	120.968693				8			50															3
2012	1	2	19	52	24.7845022	120.9674484				8			40															3
2012	1	1	14	55	24.8001525	120.9896318	0	4	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	1	2	22	2	24.818963	120.995719				8			50															3
2012	1	2	19	0	24.8102286	120.9629201				8			50															3
2012	1	2	21	30	24.797621	120.969173	0	1	0	7	1	5	50	4	8	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	1	3	4	0	24.805912	120.964785	0	2	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	1	2	17	30	24.80985965	120.9553303	0	1	0	7	1	5	50	14	8	1	5	4	5	7	4	4	1	4	1	1	11	2
2012	1	3	7	21	24.787994	120.928589				8			50															3
2012	1	2	13	0	24.7318662	120.9153228				8			50															3
2012	1	2	17	35	24.78189075	121.0250699				8			50															3
2012	1	2	18	30	25.036856	121.445335				8			50															3
2012	1	3	8	18	24.7964959	120.9448446	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	1	3	20	0	24.782805	121.019027							50															3
2012	1	2	18	21	24.8150922	120.9852896				8			50															3
2012	1	3	9	26	24.796911	120.961387				8			50															3
2012	1	4	7	10	24.802071	120.9546306				6			50															3
2012	1	4	8	30	24.79654665	120.9561181	0	1	0	6	1	5	50	8	9	1	4	4	5	7	4	4	5	5	5	2	1	2
2012	1	4	8	30	24.793843	120.9245906				8			40															3
2012	1	4	10	20	24.801449	121.0005474				8			50															3
2012	1	4	12	0	24.801825	120.956007				8			50															3
2012	1	4	11	59	24.7785021	120.93796	0	2	0	7	1	5	40	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	21	0	24.7729067	120.9770276				8			50															3
2012	1	5	3	30	24.7832442	121.0177491				6			50															3
2012	1	5	8	0	24.81913655	120.9956861				8			50															3
2012	1	4	16	10	24.8095863	120.9664756	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	17	2
2012	1	4	21	39	24.8009351	120.9698904	0	1	0	7	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	14	30	24.80160725	120.9870464				8			50															3
2012	1	4	16	0	24.8174923	120.9732816				8			40															3
2012	1	4	16	50	24.8000749	120.9684946				8			50															3
2012	1	5	7	45	24.8085581	120.95874				6			50															3
2012	1	5	19	22	24.815545	120.985923				8			50															3
2012	1	4	14	36	24.8109645	120.969934				8			50															3
2012	1	4	17	26	24.7949501	120.970382				8			50															3
2012	1	5	22	23	24.784222	121.014599				8			50															3
2012	1	4	15	10	24.8059491	120.962251	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	4	4	5	2	18	2
2012	1	4	16	45	24.8682845	120.9533929	0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	4	20	31	24.7763191	121.018009	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	4	2	16	2
2012	1	4	22	35	24.7942971	120.973386				8			50															3
2012	1	5	9	30	24.782253	121.023616	0	1	0	6	1	5	40	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	5	19	20	24.7889055	120.9667233	0	1	0	7	3	5	50	14	9	1	4	4	5	7	1	1	5	5	5	1	18	2
2012	1	6	1	5	24.793286	120.954794				6			50															3
2012	1	2	15	32	24.8165101	120.965484				8			50															3
2012	1	1	0	31	24.79823585	120.962975				8			50															3
2012	1	5	8	5	24.8094724	120.9695861	0	2	0	6	1	5	50	5	1	1	4	4	5	7	1	1	10	5	5	2	9	2
2012	1	7	7	10	24.8363155	120.9398668	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	5	12	51	24.8027491	120.978165				6			40															3
2012	1	4	16	24	24.80506925	120.9511663				8			50															3
2012	1	7	9	53	24.7983487	121.0086791				8			50															3
2012	1	7	9	55	24.8111542	120.9875644	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	7	2	54	24.831899	121.011524				8			40															3
2012	1	7	10	29	24.83324075	120.9468056				8			50															3
2012	1	7	15	2	24.79353725	121.0147574				8			50															3
2012	1	6	8	40	24.788201	121.019022				6			50															3
2012	1	7	18	10	24.8222791	120.958678	0	2	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	3	2
2012	1	1	10	35	24.781047	121.025887	0	1	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	12	2
2012	1	1	15	2	24.7958451	120.925075				8			50															3
2012	1	6	16	20	24.8319397	120.9515322				6			50															3
2012	1	6	17	50	24.7882139	120.9286821	0	1	0	6	3	5	60	3	1	1	4	4	5	7	1	1	10	5	5	2	3	2
2012	1	7	20	12	24.8214621	120.9520581	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	13	2
2012	1	1	15	45	24.8042903	120.9752282				8			50															3
2012	1	2	16	0	24.809535	120.960404	0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	1	4	5	2	13	2
2012	1	6	14	10	24.7999211	120.960644				6			50															3
2012	1	6	15	53	24.81123965	120.9650413				6			50															3
2012	1	2	13	10	24.7672024	120.9794822	0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	1	5	17	0	24.808053	120.9611347				8			50															3
2012	1	6	11	35	30.569631	114.368146				6			50															3
2012	1	2	8	30	24.7354474	120.9129485				8			50															3
2012	1	7	18	0	24.8039111	120.978279				8			40															3
2012	1	4	8	58	24.8047718	120.9556443				6			50															3
2012	1	4	14	59	24.7883507	120.9286567				8			40															3
2012	1	5	8	9	24.811445	120.974993				6			40															3
2012	1	5	14	18	24.795085	120.961576				6			40															3
2012	1	5	18	38	24.807956	120.957826				8			50															3
2012	1	7	7	0	24.79452	121.011411				8			50															3
2012	1	7	9	55	24.6909183	120.9406202				8			50															3
2012	1	7	12	9	24.7964463	121.0102183				8			90															3
2012	1	5	11	11	24.804317	120.96459				6			50															3
2012	1	5	14	13	24.7768421	121.006254				6			40															3
2012	1	8	7	30	24.8141071	120.9770615	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	17	2
2012	1	6	20	30	24.807956	120.957826	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	4	2	17	2
2012	1	8	11	50	24.8937373	121.0271688				8			50															3
2012	1	8	11	37	24.8234601	120.97591				8			40															3
2012	1	8	15	20	24.794252	121.000486				8			50															3
2012	1	8	19	0			0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	8	19	58						8			50															3
2012	1	8	17	30	24.7532557	120.9101807				6			60															3
2012	1	8	19	15	24.821698	120.9270346	0	2	0	6	3	5	50	3	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	1	9	3	37	24.7995148	120.9675768	0	0	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	1	15	3
2012	1	2	9	45	24.806783	120.967444				8			40															3
2012	1	3	8	35	24.8094904	120.9836405	0	1	0	8	1	5	50	14	8	1	5	4	5	7	4	4	5	5	4	2	2	2
2012	1	3	9	20	24.8030271	120.966508	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	8	2
2012	1	9	7	35	24.7893498	121.0073177				6			50															3
2012	1	8	9	52	24.8051191	120.952978				8			50															3
2012	1	9	11	51	24.781075	121.02521	0	1	0	7	1	5	50	14	9	1	5	4	5	7	3	1	5	4	5	2	13	2
2012	1	9	14	40	24.8019741	121.0001719	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	13	3
2012	1	9	15	42						8			50															3
2012	1	9	19	12			0	3	0	8	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	5	12	55						6			40															3
2012	1	9	15	20									50															3
2012	1	9	17	30						8			50															3
2012	1	9	19	24						8			50															3
2012	1	9	21	30						8			50															3
2012	1	9	23	48			0	1	0	8	3	5	40	14	13	1	5	4	5	7	4	4	5	5	5	1	17	2
2012	1	9	6	37						8			50															3
2012	1	9	23	27	24.8150922	120.9852896				8			50															3
2012	1	9	18	24	24.8235233	120.9787074				8			40															3
2012	1	1	12	30	24.8423748	120.9341485	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	1	14	20	24.79367205	120.9456054	0	2	0	7	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	13	2
2012	1	9	21	2	24.8128535	120.9535042	1	0	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	26	1
2012	1	8	14	33	31.3512963	120.9811634	0	1	0	8	1	5	70	14	9	1	5	4	5	7	4	4	1	4	5	1	12	2
2012	1	8	17	27	24.7874802	121.0095148				8			40															3
2012	1	4	7	43	24.7681185	120.9634115				6			50															3
2012	1	4	17	5						8			50															3
2012	1	5	14	34						6			50															3
2012	1	5	16	29						8			50															3
2012	1	10	13	30						8			50															3
2012	1	10	7	16						8			50															3
2012	1	10	15	54			0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	5	4	5	2	13	2
2012	1	6	18	19						6			50															3
2012	1	10	22	28			0	1	0	8	3	5	40	11	9	1	5	4	5	1	4	4	4	5	5	1	11	2
2012	1	10	18	58			0	1	0	8	3	5	50	4	18	1	5	4	5	7	2	1	10	5	5	2	3	2
2012	1	10	21	15						8			50															3
2012	1	2	17	50						8			50															3
2012	1	10	22	20						8			50															3
2012	1	2	10	40						8			70															3
2012	1	3	9	3						8			50															3
2012	1	3	13	57						8			50															3
2012	1	9	11	0						8			50															3
2012	1	8	16	58			0	2	0	7	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	6	8	28						6			50															3
2012	1	1	15	33						8			50															3
2012	1	6	8	50			0	2	0	6	1	5	50	14	9	1	4	4	5	7	4	4	10	5	5	1	13	2
2012	1	6	12	0						6			50															3
2012	1	1	20	8			0	1	0	8	3	5	50	3	2	1	5	4	5	7	4	4	5	4	5	1	18	2
2012	1	2	12	52			0	1	0	8	1	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	7	2
2012	1	7	2	45						8			50															3
2012	1	7	12	23						8			50															3
2012	1	5	7	45	24.8150922	120.9852896				6			50															3
2012	1	6	15	41	24.8148611	120.962054				6			50															3
2012	1	11	7	54	24.7884301	121.01824	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	13	2
2012	1	9	18	0	24.81259	120.972334				8			50															3
2012	1	10	19	11	24.81488335	120.9394568				8			50															3
2012	1	6	19	52						6			50															3
2012	1	6	18	40						6			50															3
2012	1	6	20	45						6			50															3
2012	1	6	22	39						6			50															3
2012	1	6	4	30			0	1	0	6	3	5	50	8	16	1	4	4	5	7	4	4	1	5	5	2	23	2
2012	1	5	10	54						6			50															3
2012	1	5	14	30						6			50															3
2012	1	6	8	27						6			90															3
2012	1	9	21	17						8			50															3
2012	1	6	10	59			0	1	0	6	1	5	50	3	1	1	4	4	5	7	4	4	10	4	5	2	16	2
2012	1	9	7	22						6			50															3
2012	1	9	11	12						8			50															3
2012	1	6	13	4						6			50															3
2012	1	10	21	40						8			40															3
2012	1	10	23	40			0	0	0	8	3	5	40	3	2	1	5	4	5	7	4	4	9	5	5	1	13	3
2012	1	11	16	1						8			40															3
2012	1	11	16	3						8			50															3
2012	1	11	17	20			0	1	0	7	3	5	40	5	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	18	33						8			50															3
2012	1	3	7	30						8			50															3
2012	1	3	9	12						8			50															3
2012	1	11	18	45						8			50															3
2012	1	9	16	16						8			50															3
2012	1	3	16	49						8			40															3
2012	1	3	17	15			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	1	6	17	46			0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	4	19	30			0	1	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	4	20	58	23.8548668	120.983603				8			50															3
2012	1	9	18	15	24.7982434	120.9530141				8			50															3
2012	1	6	9	5	24.77535785	120.9851769				8			50															3
2012	1	2	6	35	24.8155	120.994163				8			50															3
2012	1	2	9	26	24.81853775	120.9890287				8			50															3
2012	1	2	12	17	24.7817591	121.022847				8			50															3
2012	1	10	21	29	24.79434485	120.9730693				8			50															3
2012	1	10	22	49	24.8137323	120.9674304				8			50															3
2012	1	2	15	30	24.8141311	120.961135				8			40															3
2012	1	4	21	0						8			50															3
2012	1	4	22	10						8			40															3
2012	1	5	20	46						8			50															3
2012	1	2	16	32			0	0	0	8	1	5	50	14	9	1	5	3	5	7	4	4	5	5	5	1	13	3
2012	1	5	15	55						8			50															3
2012	1	3	11	28						8			50															3
2012	1	5	18	53						8			50															3
2012	1	3	13	9																								3
2012	1	5	19	48						8			50															3
2012	1	4	19	19	24.7729067	120.9770276				8			50															3
2012	1	3	19	46	24.8029971	120.967235	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	3	2
2012	1	5	14	18	24.78086615	121.009411				8			50															3
2012	1	6	9	0	24.8188992	120.9718958				8			50															3
2012	1	5	5	25	23.8548668	120.983603	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	18	2
2012	1	1	13	0	24.803131	120.94852	0	1	0	8	1	3	50	5	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	17	48	24.7702698	120.9734533				8			50															3
2012	1	6	16	17	24.8142127	120.9742827				8			50															3
2012	1	6	12	57	24.823446	120.9730991				8			50															3
2012	1	4	17	45	24.806079	120.953652	0	1	0	8	4	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	12	2
2012	1	9	10	45	24.7960908	121.0131761				8			50															3
2012	1	9	11	43	24.8029421	120.97921				8			50															3
2012	1	9	14	40	24.779503	120.981228				8			50															3
2012	1	12	8	58	24.8138877	120.9642847				6			50															3
2012	1	4	6	44	24.805587	120.956162	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	1	4	5	1	13	2
2012	1	12	15	5	24.805187	120.951109				8			50															3
2012	1	10	17	10	24.8030301	120.9781813																						3
2012	1	12	15	4	24.781077	121.025065	0	1	0	8	1	5	50	15	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	1	12	17	40	24.8150922	120.9852896				8			50															3
2012	1	4	22	0						8			50															3
2012	1	12	18	27	24.8049291	120.955809				8			50															3
2012	1	6	18	1	24.7873656	121.0096554				6			50															3
2012	1	10	18	26	24.792879	121.002161				8			50															3
2012	1	5	5	50	24.7981942	120.9706866	0	1	0	6	3	5	50	5	1	1	4	4	5	7	3	1	10	5	5	2	16	2
2012	1	6	0	5	23.8548668	120.983603				6			50															3
2012	1	6	15	20	24.807834	120.988215				6			50															3
2012	1	6	17	55	24.7982751	120.997987				6			50															3
2012	1	11	14	10	24.801391	120.965889				8			50															3
2012	1	11	19	46	24.7831561	121.018265	0	1	0	8	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	1	7	13	28	24.80948445	120.973974				8			50															3
2012	1	12	18	30	24.7924614	121.0067013	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	18	13	24.34623015	120.6264257	0	2	0	7	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	11	11	15	24.7887326	120.9300059				8			50															3
2012	1	11	11	13	24.7887326	120.9300059				8			50															3
2012	1	11	16	30	24.7940026	120.9734669				8			50															3
2012	1	11	17	30	24.7318662	120.9153228				8			50															3
2012	1	12	17	42	24.81204925	120.9816669				8			50															3
2012	1	12	20	54	24.7929205	121.0125589				8			50															3
2012	1	12	23	13	24.81813245	120.9593904				8			50															3
2012	1	4	7	35	24.8199233	121.0292367				8			50															3
2012	1	13	8	51	24.8257773	120.9653918	0	1	0	7	1	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	1	13	14	27	24.8067092	120.9786378				8			50															3
2012	1	7	16	45	24.7598773	120.9118169	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	10	10	30	24.796518	120.96752	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	1	12	17	15	24.81545	120.967617				8			50															3
2012	1	8	6	42	24.7983487	121.0086791	0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	1	13	21	19	24.78832185	120.9824059				8			50															3
2012	1	4	19	14	24.7831335	121.0125024				8			50															3
2012	1	7	18	42	24.8123686	120.976312				8			40															3
2012	1	10	16	15	24.7964823	120.9983733				8			50															3
2012	1	5	7	45	23.8548668	120.983603				6			50															3
2012	1	9	23	13	24.782637	120.9546454	0	2	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	5	10	17	24.77862	120.939535				6			40															3
2012	1	2	14	50	24.7967378	120.9548465				8			50															3
2012	1	5	19	45	24.7757408	121.0167883	0	1	0	6	1	5	50	3	2	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	13	22	6	24.8149521	120.9288915				8			50															3
2012	1	6	0	33	24.8025545	120.9746646				8			50															3
2012	1	13	17	48	24.8256414	120.9566902	0	2	0	7	4	5	50	3	1	1	5	4	5	1	4	4	10	5	5	2	16	2
2012	1	13	19	17	24.7982082	120.994391				8			50															3
2012	1	14	11	2	24.7669963	120.9146123	0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	12	2
2012	1	10	15	30	24.783575	121.016619	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	14	8	50	24.78545	120.930054	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	5	5	5	1	10	2
2012	1	14	10	23	24.8179689	120.9738554	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	18	2
2012	1	14	11	30	24.80368885	120.991704				8			50															3
2012	1	8	9	47	24.8004588	120.9561008	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	14	9	16	24.812347	120.972588				8			50															3
2012	1	14	10	47	24.7983487	121.0086791				8			50															3
2012	1	3	8	45	24.79760605	121.0029783				8			50															3
2012	1	14	14	25	24.8684988	120.9533201				8			90															3
2012	1	14	15	11						8			90															3
2012	1	13	5	36	24.7896072	120.932306				8			60															3
2012	1	3	10	14	24.776408	120.944048				8			50															3
2012	1	14	16	0	24.8684988	120.9533201				8			90															3
2012	1	14	14	55	24.800691	120.9267702				8																		3
2012	1	14	15	45	24.8050682	120.9460138	0	2	0	7	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	14	6	22	24.8095481	120.959459				8			50															3
2012	1	14	11	16	24.782974	121.02303				8			40															3
2012	1	10	15	13			0	1	0	8	1	3	50	14	9	1	5	4	5	7	4	4	1	3	4	1	13	2
2012	1	14	16	45						8			50															3
2012	1	10	17	0						8			50															3
2012	1	10	19	24						8			40															3
2012	1	5	19	45						8			50															3
2012	1	14	10	14						8			50															3
2012	1	14	11	35						8			50															3
2012	1	1	21	30						8			50															3
2012	1	12	12	16	24.7998135	120.9909705				8			50															3
2012	1	6	6	49	24.7986362	120.9531687				6			50															3
2012	1	12	13	16	24.8135415	120.9845644				8			40															3
2012	1	13	10	34	24.814304	120.955488	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	13	2
2012	1	9	7	5	24.7729067	120.9770276	0	1	0	6	1	5	50	14	9	1	4	4	5	7	1	1	5	5	5	2	21	2
2012	1	13	12	44	24.7946707	120.9402395	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	4	5	4	2	16	2
2012	1	9	8	30	24.77665	120.946054	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	1	14	20	45	24.8031813	120.993022	0	2	0	7	3	5	50	14	9	1	4	4	5	1	4	4	5	5	5	2	10	2
2012	1	3	8	30	24.7932401	120.9622069				8			50															3
2012	1	5	23	25	24.7887326	120.9300059				8			50															3
2012	1	6	18	5	24.8188992	120.9718958				6			50															3
2012	1	7	14	8	31.3512963	120.9811634				8			40															3
2012	1	7	11	16	24.7966834	120.9453212				8			50															3
2012	1	11	9	10	24.7966442	120.9417631				8			50															3
2012	1	13	18	38	24.803596	120.968838	0	0	0	8	2	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	3
2012	1	13	19	44	24.7874802	121.0095148				8			50															3
2012	1	15	8	2	24.817926	120.9679978				6			40															3
2012	1	15	8	18	24.78436645	121.0121615				6																		3
2012	1	15	8	6	24.8161395	120.9934274	0	1	0	7	1	5	50	14	9	1	4	4	5	7	4	4	5	5	5	2	13	2
2012	1	15	10	0	24.80126	120.970554							50															3
2012	1	10	11	20	24.7932831	121.001211	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	2	2
2012	1	15	13	32	24.79760605	121.0029783				6			50															3
2012	1	15	14	45						6			50															3
2012	1	5	18	0	24.8443561	120.930142	0	1	0	7	3	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	6	0	40	24.81091	120.962181	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	4	5	2	16	2
2012	1	6	15	25	24.7896633	121.0112896	0	1	0	6	1	5	40	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	19	50	24.8161395	120.9934274	0	1	0	7	3	5	50	14	9	1	4	4	5	7	1	1	1	2	5	2	13	2
2012	1	6	21	28	24.8163161	120.976153				8			40															3
2012	1	14	0	2	24.804486	120.976422				8			50															3
2012	1	3	15	12	24.776484	120.947786				8			40															3
2012	1	14	23	38	24.78192545	120.990925				6			50															3
2012	1	3	20	18	24.7811921	121.023512				8			50															3
2012	1	4	7	54	24.822319	120.9799914				6			80															3
2012	1	4	18	0	24.794203	121.000559				8			50															3
2012	1	7	11	57	24.79189685	120.9275195	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	1	7	9	18	24.80728	120.964326	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	3	2
2012	1	7	16	59	24.8109645	120.969934	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	8	13	1	24.8078863	120.9580757				8			50															3
2012	1	9	19	15	24.763616	120.913809				8			50															3
2012	1	6	18	0	24.816305	120.9932926				6			50															3
2012	1	6	19	22	24.8211953	120.9771783				6			50															3
2012	1	6	8	45	24.809467	120.9638143				8			50															3
2012	1	7	0	18	24.8004588	120.9561008	0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	14	3
2012	1	6	12	30	29.5541795	106.5700647				6			50															3
2012	1	15	18	3	24.82098085	120.9731644				6			40															3
2012	1	16	8	15	24.7938871	120.966643				6			50															3
2012	1	15	18	35	24.83606445	121.2331006				6			50															3
2012	1	16	11	48	23.8548668	120.983603				6			50															3
2012	1	15	20	40	24.8028151	120.971191	0	1	0	6	3	5	50	14	9	1	4	4	5	7	1	1	7	4	5	2	2	2
2012	1	16	8	45	24.7571705	120.9484903				6			50															3
2012	1	16	17	25						6			50															3
2012	1	16	18	40						8			50															3
2012	1	16	20	10						8			50															3
2012	1	16	22	30						8			50															3
2012	1	16	19	45						8			50															3
2012	1	16	21	4	24.794591	120.999839				8			50															3
2012	1	6	19	50	24.8145831	120.975387				8			40															3
2012	1	13	15	47	24.7865945	121.0106403				8			50															3
2012	1	17	7	25	24.804876	120.945607	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	16	2
2012	1	17	13	35	24.7310262	121.0338645	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	13	3
2012	1	17	7	27	24.7662169	120.9623674				8			40															3
2012	1	17	16	15	24.8207364	120.9648415				8			40															3
2012	1	15	18	0	24.80684635	120.954732	0	1	0	7	3	5	50	14	9	1	4	4	5	7	4	4	9	5	5	2	3	2
2012	1	16	11	11	24.79823585	120.962975				6			50															3
2012	1	16	11	0	24.782322	121.019437				6			50															3
2012	1	16	9	0	24.8721797	120.9537094				6			90															3
2012	1	16	7	30	24.81153805	120.9820493				8			50															3
2012	1	16	8	40	24.833179	120.9498841	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	5	5	5	1	16	2
2012	1	7	16	10	24.7887326	120.9300059				8			50															3
2012	1	17	17	20	24.7941271	121.01058				8			40															3
2012	1	10	11	50	24.806846	120.99913				8			50															3
2012	1	8	15	45	24.80126	120.970554				8			50															3
2012	1	5	7	25	24.819032	120.962034				6			40															3
2012	1	17	19	0	24.8331464	120.9483426				8			50															3
2012	1	12	18	20	24.79311235	121.0115108				8			50															3
2012	1	17	20	50	24.79134385	120.9394656				8			50															3
2012	1	13	8	40	24.7858251	120.922404	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	13	10	35	24.8457734	120.9275047				8			40															3
2012	1	17	23	0	24.73055375	120.9417009	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	4	5	5	1	17	2
2012	1	13	12	10	24.79681	120.998438				8			50															3
2012	1	13	13	0	24.786446	121.017481				8			40															3
2012	1	13	14	10	24.79410015	120.9584408	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	4	1	16	2
2012	1	13	0	30	24.8047718	120.9556443	0	3	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	15	2
2012	1	4	16	40	24.7988758	120.9935293	0	1	0	8	3	5	50	3	2	1	5	4	5	7	2	1	1	2	5	2	12	2
2012	1	18	8	48	24.815508	120.967239				8			50															3
2012	1	18	8	11	24.78502665	120.9515781				8			70															3
2012	1	18	12	11	24.813163	120.967185				8			40															3
2012	1	17	17	10	24.8087001	120.972909	0	3	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	1	18	13	28						8			40															3
2012	1	18	12	57						8			50															3
2012	1	18	11	7						8			50															3
2012	1	18	14	50						8			60															3
